s.no,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
4850,07-03-2019 23:11,07-03-2019 23:28,1,7.16,22,1,0,26.8,yellow,credit card,Clinton East,Washington Heights South,Manhattan,Manhattan
4851,04-03-2019 23:42,05-03-2019 00:06,1,6,22,0,0,25.8,yellow,cash,Flatiron,Astoria,Manhattan,Queens
4852,29-03-2019 20:22,29-03-2019 20:46,5,2.61,15.5,3.86,0,23.16,yellow,credit card,Murray Hill,West Village,Manhattan,Manhattan
4853,13-03-2019 15:34,13-03-2019 16:34,1,14.15,49.5,0,5.76,56.06,yellow,credit card,Garment District,Bensonhurst East,Manhattan,Brooklyn
4854,05-03-2019 21:25,05-03-2019 21:31,1,0.6,5.5,0,0,9.3,yellow,cash,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
4855,21-03-2019 20:15,21-03-2019 20:23,1,1.46,7.5,2.26,0,13.56,yellow,credit card,Clinton West,Upper West Side South,Manhattan,Manhattan
4856,14-03-2019 19:51,14-03-2019 20:03,1,2.01,10,1.7,0,16,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan
4857,20-03-2019 10:41,20-03-2019 10:48,5,0.68,6,0,0,9.3,yellow,cash,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan
4858,05-03-2019 19:07,05-03-2019 19:26,2,4.4,16.5,0,0,20.8,yellow,cash,Clinton East,Two Bridges/Seward Park,Manhattan,Manhattan
4859,19-03-2019 06:20,19-03-2019 06:24,1,1.8,7,2.5,0,12.8,yellow,credit card,Upper East Side North,Midtown North,Manhattan,Manhattan
4860,20-03-2019 15:19,20-03-2019 15:22,1,0.5,4,0,0,7.3,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
4861,07-03-2019 15:43,07-03-2019 16:10,1,7.6,26.5,1,0,29.3,yellow,credit card,JFK Airport,Kew Gardens Hills,Queens,Queens
4862,06-03-2019 23:37,06-03-2019 23:49,1,2.41,11,0,0,12.3,yellow,cash,Manhattan Valley,Central Harlem North,Manhattan,Manhattan
4863,07-03-2019 10:18,07-03-2019 10:34,1,2.3,12,0,0,15.3,yellow,cash,Little Italy/NoLiTa,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
4864,15-03-2019 05:54,15-03-2019 05:59,1,1.28,6,0,0,9.8,yellow,cash,Murray Hill,East Chelsea,Manhattan,Manhattan
4865,07-03-2019 18:42,07-03-2019 19:17,2,10.18,33.5,5,5.76,48.56,yellow,credit card,LaGuardia Airport,East Village,Queens,Manhattan
4866,30-03-2019 10:54,30-03-2019 11:03,1,1.47,7.5,2.16,0,12.96,yellow,credit card,East Chelsea,SoHo,Manhattan,Manhattan
4867,08-03-2019 21:36,08-03-2019 21:47,1,2.26,10,0,0,13.8,yellow,cash,West Chelsea/Hudson Yards,Upper West Side North,Manhattan,Manhattan
4868,08-03-2019 07:22,08-03-2019 07:34,1,1.83,9.5,1,0,13.8,yellow,credit card,Midtown East,West Chelsea/Hudson Yards,Manhattan,Manhattan
4869,01-03-2019 21:42,01-03-2019 21:59,1,5.36,18.5,4.46,0,26.76,yellow,credit card,Financial District South,Clinton East,Manhattan,Manhattan
4870,03-03-2019 12:20,03-03-2019 12:55,6,19.94,52,0,5.76,61.06,yellow,cash,Upper East Side South,JFK Airport,Manhattan,Queens
4871,20-03-2019 19:57,20-03-2019 20:00,1,0.53,4,2.34,0,10.14,yellow,credit card,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
4872,19-03-2019 10:22,19-03-2019 10:29,1,0.87,6.5,0,0,9.8,yellow,cash,Union Sq,Midtown South,Manhattan,Manhattan
4873,18-03-2019 10:58,18-03-2019 11:06,1,0.94,6.5,0,0,9.8,yellow,cash,Midtown South,Midtown Center,Manhattan,Manhattan
4874,03-03-2019 20:41,03-03-2019 21:00,2,3.9,15.5,0,0,19.3,yellow,cash,Midtown Center,Chinatown,Manhattan,Manhattan
4875,10-03-2019 09:43,10-03-2019 09:53,3,1,7.5,3.2,0,14,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
4876,26-03-2019 18:52,26-03-2019 19:05,2,2.4,11,1.5,0,16.8,yellow,credit card,Midtown Center,Yorkville East,Manhattan,Manhattan
4877,07-03-2019 11:09,07-03-2019 11:19,2,0.94,8,2.82,0,14.12,yellow,credit card,Midtown North,Midtown East,Manhattan,Manhattan
4878,24-03-2019 10:15,24-03-2019 10:17,1,0.4,3.5,0,0,6.8,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan
4879,01-03-2019 09:52,01-03-2019 10:08,1,2.22,12,3.06,0,18.36,yellow,credit card,Yorkville East,Midtown East,Manhattan,Manhattan
4880,07-03-2019 21:51,07-03-2019 22:00,1,1.4,8.5,1.1,0,13.4,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
4881,10-03-2019 20:09,10-03-2019 20:12,1,1.3,5.5,1.4,0,10.7,yellow,credit card,Lincoln Square West,Manhattan Valley,Manhattan,Manhattan
4882,20-03-2019 18:37,20-03-2019 19:01,5,3.92,18,0,0,22.3,yellow,cash,Lincoln Square West,Union Sq,Manhattan,Manhattan
4883,16-03-2019 11:24,16-03-2019 11:46,1,5.69,21,4.86,0,29.16,yellow,credit card,Lenox Hill East,Hudson Sq,Manhattan,Manhattan
4884,06-03-2019 08:49,06-03-2019 08:58,3,1.4,8,0,0,11.3,yellow,cash,Upper West Side South,Central Park,Manhattan,Manhattan
4885,08-03-2019 23:05,08-03-2019 23:29,3,17.41,52,0,5.76,61.06,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan
4886,17-03-2019 21:29,17-03-2019 21:32,1,0.91,4.5,1.66,0,9.96,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
4887,10-03-2019 12:21,10-03-2019 12:40,1,2.39,12.5,3.95,0,19.75,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
4888,17-03-2019 00:00,17-03-2019 00:19,1,1.3,13,4,0,20.8,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
4889,28-03-2019 12:24,28-03-2019 12:28,2,0.95,5,1.66,0,9.96,yellow,credit card,Upper West Side North,Manhattan Valley,Manhattan,Manhattan
4890,04-03-2019 22:09,04-03-2019 22:21,1,3.53,12,4,0,19.8,yellow,credit card,Lincoln Square West,East Chelsea,Manhattan,Manhattan
4891,09-03-2019 18:57,09-03-2019 19:04,1,1.57,7,2,0,12.3,yellow,credit card,Lenox Hill West,Kips Bay,Manhattan,Manhattan
4892,05-03-2019 09:39,05-03-2019 10:22,1,2.2,24.5,0,0,27.8,yellow,credit card,West Chelsea/Hudson Yards,Midtown East,Manhattan,Manhattan
4893,17-03-2019 08:27,17-03-2019 08:35,1,1.42,7.5,2.16,0,12.96,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
4894,21-03-2019 13:30,21-03-2019 13:51,1,2.5,14.5,3.56,0,21.36,yellow,credit card,West Village,Clinton East,Manhattan,Manhattan
4895,21-03-2019 23:38,21-03-2019 23:51,1,2.25,10,2.76,0,16.56,yellow,credit card,Greenwich Village South,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
4896,30-03-2019 23:06,30-03-2019 23:22,1,2.38,12.5,4.08,0,20.38,yellow,credit card,Clinton East,Upper West Side North,Manhattan,Manhattan
4897,21-03-2019 18:45,21-03-2019 18:52,5,0.71,6,2.06,0,12.36,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan
4898,30-03-2019 17:28,30-03-2019 17:37,1,2.2,9,0,0,12.3,yellow,cash,East Village,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4899,03-03-2019 20:59,03-03-2019 21:02,1,0.54,4,1.56,0,9.36,yellow,credit card,East Chelsea,Clinton East,Manhattan,Manhattan
4900,21-03-2019 17:18,21-03-2019 17:49,1,1.7,18.5,4.55,0,27.35,yellow,credit card,Flatiron,Clinton West,Manhattan,Manhattan
4901,01-03-2019 11:15,01-03-2019 11:20,2,0.8,5,2.05,0,10.35,yellow,credit card,Yorkville West,Yorkville West,Manhattan,Manhattan
4902,08-03-2019 17:44,08-03-2019 17:49,1,0.8,5.5,1.95,0,11.75,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan
4903,02-03-2019 07:36,02-03-2019 07:44,2,1.6,8,1.13,0,12.43,yellow,credit card,Yorkville East,Central Park,Manhattan,Manhattan
4904,29-03-2019 22:21,29-03-2019 22:27,1,0.5,5.5,0,0,9.3,yellow,cash,Midtown East,Midtown East,Manhattan,Manhattan
4905,12-03-2019 16:23,12-03-2019 16:27,5,0.56,4.5,0,0,8.8,yellow,cash,Clinton East,Clinton East,Manhattan,Manhattan
4906,06-03-2019 07:54,06-03-2019 08:21,1,7.1,25.5,4.32,0,33.12,yellow,credit card,Battery Park City,Midtown East,Manhattan,Manhattan
4907,01-03-2019 23:48,02-03-2019 00:01,1,1.3,9.5,2.65,0,15.95,yellow,credit card,Lower East Side,Greenwich Village North,Manhattan,Manhattan
4908,16-03-2019 23:51,17-03-2019 00:00,2,1.3,7.5,2.26,0,13.56,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan
4909,18-03-2019 12:51,18-03-2019 12:56,1,0.9,6,1.85,0,11.15,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
4910,18-03-2019 16:01,18-03-2019 16:07,1,0.7,5.5,3,0,12.8,yellow,credit card,Lincoln Square East,Midtown North,Manhattan,Manhattan
4911,06-03-2019 01:15,06-03-2019 01:35,5,5.19,18.5,5.58,0,27.88,yellow,credit card,East Village,Bedford,Manhattan,Brooklyn
4912,27-03-2019 18:04,27-03-2019 18:11,2,0.55,5.5,5,0,14.8,yellow,credit card,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan
4913,06-03-2019 19:03,06-03-2019 19:21,1,7.4,22.5,5,5.76,37.56,yellow,credit card,LaGuardia Airport,Yorkville West,Queens,Manhattan
4914,16-03-2019 23:48,16-03-2019 23:56,1,1.69,7.5,1.76,0,10.56,yellow,credit card,East Williamsburg,Greenpoint,Brooklyn,Brooklyn
4915,02-03-2019 19:01,02-03-2019 19:08,0,1.4,7,0,0,10.3,yellow,,Upper East Side South,Murray Hill,Manhattan,Manhattan
4916,02-03-2019 20:26,02-03-2019 20:41,3,2.49,11.5,3.06,0,20.31,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
4917,04-03-2019 08:40,04-03-2019 09:12,1,16.3,52,12.2,5.76,73.26,yellow,credit card,Upper West Side South,South Ozone Park,Manhattan,Queens
4918,07-03-2019 11:13,07-03-2019 11:26,2,2.01,10.5,2.76,0,16.56,yellow,credit card,Morningside Heights,Upper West Side South,Manhattan,Manhattan
4919,06-03-2019 14:41,06-03-2019 14:47,5,0.79,6,2.32,0,11.62,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
4920,15-03-2019 17:56,15-03-2019 18:01,1,1,5.5,2,0,9.3,yellow,credit card,Sunnyside,Sunnyside,Queens,Queens
4921,08-03-2019 15:28,08-03-2019 15:32,1,0.52,4.5,1.5,0,9.3,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
4922,06-03-2019 09:50,06-03-2019 10:01,6,1.08,8.5,2.36,0,14.16,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
4923,08-03-2019 20:17,08-03-2019 20:42,2,3.5,17,4.15,0,24.95,yellow,credit card,Financial District North,Midtown South,Manhattan,Manhattan
4924,13-03-2019 20:43,13-03-2019 21:01,1,1.7,11.5,0,0,15.3,yellow,cash,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4925,29-03-2019 22:48,29-03-2019 23:00,1,4.9,16,0,0,17.3,yellow,credit card,JFK Airport,Baisley Park,Queens,Queens
4926,02-03-2019 19:09,02-03-2019 19:26,3,3.77,14.5,3.56,0,21.36,yellow,credit card,Midtown South,Yorkville West,Manhattan,Manhattan
4927,27-03-2019 21:56,27-03-2019 22:05,1,1.99,8.5,0,0,12.3,yellow,cash,Greenwich Village North,Murray Hill,Manhattan,Manhattan
4928,25-03-2019 10:36,25-03-2019 10:47,1,0.96,8,0,0,11.3,yellow,cash,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan
4929,24-03-2019 14:18,24-03-2019 14:34,1,1.86,11.5,0,0,14.8,yellow,cash,SoHo,Gramercy,Manhattan,Manhattan
4930,30-03-2019 10:34,30-03-2019 10:41,1,1.86,8.5,2.95,0,14.75,yellow,credit card,Murray Hill,Upper East Side South,Manhattan,Manhattan
4931,11-03-2019 11:31,11-03-2019 11:40,1,1,7,2.05,0,12.35,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
4932,30-03-2019 17:41,30-03-2019 18:10,1,5.31,22,5.06,0,30.36,yellow,credit card,Upper East Side North,Penn Station/Madison Sq West,Manhattan,Manhattan
4933,01-03-2019 09:32,01-03-2019 09:37,1,0.5,4.5,0,0,7.8,yellow,cash,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
4934,26-03-2019 08:56,26-03-2019 09:23,1,3.4,18,5.45,0,27.25,yellow,credit card,Times Sq/Theatre District,TriBeCa/Civic Center,Manhattan,Manhattan
4935,11-03-2019 22:53,11-03-2019 23:05,1,1.99,10,2.76,0,16.56,yellow,credit card,Union Sq,Two Bridges/Seward Park,Manhattan,Manhattan
4936,06-03-2019 17:15,06-03-2019 17:19,3,0.7,5,0,0,9.3,yellow,cash,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
4937,02-03-2019 19:50,02-03-2019 20:04,2,1.6,10,2.75,0,16.55,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan
4938,10-03-2019 23:48,11-03-2019 00:10,1,9.5,28.5,7.61,5.76,45.67,yellow,credit card,LaGuardia Airport,Sutton Place/Turtle Bay North,Queens,Manhattan
4939,14-03-2019 06:10,14-03-2019 07:09,1,18.06,52,5,0,60.3,yellow,credit card,JFK Airport,Upper East Side South,Queens,Manhattan
4940,03-03-2019 21:04,03-03-2019 21:24,1,7,22.5,5.25,0,31.55,yellow,credit card,Sutton Place/Turtle Bay North,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn
4941,01-03-2019 08:12,01-03-2019 08:17,1,0.83,5,2.5,0,10.8,yellow,credit card,,,,
4942,19-03-2019 21:28,19-03-2019 21:58,1,9.7,31,7,0,41.8,yellow,credit card,Times Sq/Theatre District,Crotona Park East,Manhattan,Bronx
4943,19-03-2019 19:19,19-03-2019 19:25,2,1.82,7,2.26,0,13.56,yellow,credit card,Sutton Place/Turtle Bay North,Upper East Side North,Manhattan,Manhattan
4944,23-03-2019 14:43,23-03-2019 15:03,2,3.36,15,3.66,0,21.96,yellow,credit card,Gramercy,Yorkville West,Manhattan,Manhattan
4945,25-03-2019 10:11,25-03-2019 10:19,5,0.67,6.5,1.96,0,11.76,yellow,credit card,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4946,11-03-2019 17:53,11-03-2019 18:06,2,1.97,10.5,2.96,0,17.76,yellow,credit card,Union Sq,Upper East Side South,Manhattan,Manhattan
4947,24-03-2019 07:07,24-03-2019 07:13,1,1.7,7.5,2.7,0,13.5,yellow,credit card,Penn Station/Madison Sq West,Central Park,Manhattan,Manhattan
4948,20-03-2019 07:27,20-03-2019 07:56,1,8.98,27.27,0,0,27.57,yellow,credit card,Upper West Side North,Financial District North,Manhattan,Manhattan
4949,01-03-2019 21:08,01-03-2019 21:22,6,2.38,11,2.96,0,17.76,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan
4950,02-03-2019 18:25,02-03-2019 18:49,1,2.55,15.5,4.7,0,23.5,yellow,credit card,Central Park,Penn Station/Madison Sq West,Manhattan,Manhattan
4951,22-03-2019 20:29,22-03-2019 20:42,2,1,9,0,0,12.8,yellow,cash,East Chelsea,Midtown South,Manhattan,Manhattan
4952,16-03-2019 13:01,16-03-2019 13:11,1,1.78,9,0,0,12.3,yellow,cash,Times Sq/Theatre District,Lincoln Square West,Manhattan,Manhattan
4953,14-03-2019 16:33,14-03-2019 17:13,1,4.5,25,5.86,0,35.16,yellow,credit card,East Chelsea,Brooklyn Heights,Manhattan,Brooklyn
4954,05-03-2019 22:33,05-03-2019 22:45,1,1.9,9.5,3.3,0,16.6,yellow,credit card,Upper East Side South,Kips Bay,Manhattan,Manhattan
4955,23-03-2019 11:07,23-03-2019 11:32,1,0,19,0,0,22.3,yellow,,West Village,Upper East Side South,Manhattan,Manhattan
4956,24-03-2019 15:00,24-03-2019 15:03,2,0.4,4,1.46,0,8.76,yellow,credit card,TriBeCa/Civic Center,Seaport,Manhattan,Manhattan
4957,17-03-2019 08:27,17-03-2019 08:32,1,1.1,6,1,0,10.3,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
4958,26-03-2019 19:41,26-03-2019 19:48,1,1.05,6.5,2.16,0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
4959,26-03-2019 09:41,26-03-2019 09:53,1,1.6,9.5,2.55,0,15.35,yellow,credit card,Midtown South,West Village,Manhattan,Manhattan
4960,05-03-2019 04:08,05-03-2019 04:21,1,4.5,14.5,3,0,21.3,yellow,credit card,Midtown East,Woodside,Manhattan,Queens
4961,31-03-2019 03:15,31-03-2019 03:30,1,3.66,14,0,0,17.8,yellow,cash,East Village,Clinton Hill,Manhattan,Brooklyn
4962,09-03-2019 15:41,09-03-2019 15:56,1,2.54,12.5,3.16,0,18.96,yellow,credit card,Upper West Side South,Lenox Hill West,Manhattan,Manhattan
4963,01-03-2019 11:15,01-03-2019 11:23,1,1.16,7,2.58,0,12.88,yellow,credit card,Greenwich Village North,Meatpacking/West Village West,Manhattan,Manhattan
4964,20-03-2019 13:17,20-03-2019 13:21,2,1.2,5.5,1.76,0,10.56,yellow,credit card,Clinton West,Clinton West,Manhattan,Manhattan
4965,20-03-2019 18:40,20-03-2019 18:46,1,0.9,6,2.55,0,12.85,yellow,credit card,Flatiron,Meatpacking/West Village West,Manhattan,Manhattan
4966,19-03-2019 07:12,19-03-2019 08:08,1,12.74,37.18,0,0,37.98,yellow,credit card,Soundview/Bruckner,East Chelsea,Bronx,Manhattan
4967,23-03-2019 16:23,23-03-2019 16:30,1,0.84,6,1.4,0,10.7,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan
4968,23-03-2019 17:45,23-03-2019 18:06,1,2.66,14.5,3.56,0,21.36,yellow,credit card,East Chelsea,Upper West Side South,Manhattan,Manhattan
4969,04-03-2019 20:33,04-03-2019 20:39,3,0.7,6,0,0,9.8,yellow,cash,Times Sq/Theatre District,Times Sq/Theatre District,Manhattan,Manhattan
4970,15-03-2019 19:58,15-03-2019 20:00,0,0.2,3.5,2.15,0,9.45,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
4971,14-03-2019 21:32,14-03-2019 21:36,2,0.62,5,1.26,0,7.56,yellow,credit card,Morningside Heights,Bloomingdale,Manhattan,Manhattan
4972,02-03-2019 20:52,02-03-2019 20:54,2,0,3.5,0,0,7.3,yellow,cash,Midtown South,Midtown South,Manhattan,Manhattan
4973,18-03-2019 10:23,18-03-2019 10:54,1,11.32,34,3.3,0,40.6,yellow,credit card,LaGuardia Airport,Chinatown,Queens,Manhattan
4974,02-03-2019 09:45,02-03-2019 09:56,1,2.5,10,0,0,13.3,yellow,cash,Central Harlem North,Upper East Side North,Manhattan,Manhattan
4975,08-03-2019 12:25,08-03-2019 12:31,3,0.86,6,0,0,9.3,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4976,01-03-2019 19:08,01-03-2019 19:18,0,1.8,8.5,2.55,0,15.35,yellow,credit card,Sutton Place/Turtle Bay North,Yorkville East,Manhattan,Manhattan
4977,12-03-2019 09:40,12-03-2019 09:52,1,0.95,8.5,2.36,0,14.16,yellow,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
4978,06-03-2019 09:35,06-03-2019 10:00,2,3.09,17,0,0,20.3,yellow,cash,Upper East Side North,Times Sq/Theatre District,Manhattan,Manhattan
4979,31-03-2019 17:51,31-03-2019 18:03,1,1.4,9.5,0,0,12.8,yellow,cash,Garment District,West Chelsea/Hudson Yards,Manhattan,Manhattan
4980,23-03-2019 07:54,23-03-2019 07:57,5,1.17,5,1,0,9.3,yellow,credit card,Gramercy,Murray Hill,Manhattan,Manhattan
4981,18-03-2019 10:34,18-03-2019 10:57,1,5.9,21.5,2,0,26.8,yellow,credit card,Upper West Side North,Union Sq,Manhattan,Manhattan
4982,12-03-2019 15:17,12-03-2019 15:28,2,1.58,8.5,0,0,11.8,yellow,cash,Clinton East,Midtown North,Manhattan,Manhattan
4983,18-03-2019 20:39,18-03-2019 20:58,0,5.9,21,4.95,0,29.75,yellow,credit card,SoHo,Yorkville East,Manhattan,Manhattan
4984,14-03-2019 17:56,14-03-2019 17:59,1,0.5,4.5,1.2,0,10,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan
4985,05-03-2019 11:41,05-03-2019 12:12,1,4.03,21.5,2.5,0,27.3,yellow,credit card,Clinton West,Little Italy/NoLiTa,Manhattan,Manhattan
4986,26-03-2019 09:45,26-03-2019 09:51,2,0.6,5.5,2.2,0,11,yellow,credit card,Midtown East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
4987,17-03-2019 21:30,17-03-2019 21:38,1,1.01,6.5,0,0,10.3,yellow,cash,Clinton East,Murray Hill,Manhattan,Manhattan
4988,12-03-2019 07:56,12-03-2019 08:25,1,6.65,23.5,3.2,0,30,yellow,credit card,Battery Park City,Williamsburg (South Side),Manhattan,Brooklyn
4989,16-03-2019 11:39,16-03-2019 11:50,2,1.8,10,1.5,0,14.8,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan
4990,22-03-2019 19:14,22-03-2019 19:34,3,8,24,0,0,25.8,yellow,cash,LaGuardia Airport,South Ozone Park,Queens,Queens
4991,15-03-2019 08:45,15-03-2019 09:02,4,1.15,11,2.86,0,17.16,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
4992,21-03-2019 19:14,21-03-2019 19:39,1,7.66,25.5,7.45,0,37.25,yellow,credit card,Battery Park City,Upper East Side South,Manhattan,Manhattan
4993,10-03-2019 13:41,10-03-2019 13:51,1,1.5,8.5,0,0,11.8,yellow,cash,West Chelsea/Hudson Yards,Meatpacking/West Village West,Manhattan,Manhattan
4994,10-03-2019 11:10,10-03-2019 11:16,6,0.8,5.5,0,0,8.8,yellow,cash,Chinatown,Two Bridges/Seward Park,Manhattan,Manhattan
4995,07-03-2019 00:03,07-03-2019 00:35,1,9.65,31,0,5.76,40.56,yellow,cash,LaGuardia Airport,Clinton East,Queens,Manhattan
4996,07-03-2019 07:14,07-03-2019 07:49,1,10.9,35,11.45,0,49.75,yellow,credit card,Jackson Heights,TriBeCa/Civic Center,Queens,Manhattan
4997,16-03-2019 11:04,16-03-2019 11:40,5,6.31,26,3,0,32.3,yellow,credit card,TriBeCa/Civic Center,Upper East Side North,Manhattan,Manhattan
4998,10-03-2019 11:10,10-03-2019 11:22,1,1.8,9,0,0,12.3,yellow,cash,Midtown South,Meatpacking/West Village West,Manhattan,Manhattan
4999,22-03-2019 19:45,22-03-2019 19:58,1,3.5,14,4.8,5.76,28.86,yellow,credit card,Battery Park City,Carroll Gardens,Manhattan,Brooklyn
5000,07-03-2019 07:20,07-03-2019 07:29,1,1.14,7,0,0,10.3,yellow,cash,Murray Hill,Midtown East,Manhattan,Manhattan
5001,12-03-2019 08:04,12-03-2019 08:21,1,1.9,12.5,0.79,0,16.59,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
5002,16-03-2019 18:45,16-03-2019 18:51,1,0.86,6,1,0,10.3,yellow,credit card,SoHo,Greenwich Village North,Manhattan,Manhattan
5003,17-03-2019 19:00,17-03-2019 19:03,1,0.5,4.5,2.34,0,10.14,yellow,credit card,Gramercy,Gramercy,Manhattan,Manhattan
5004,29-03-2019 15:55,29-03-2019 16:11,2,2.2,11,3,0,17.3,yellow,credit card,Meatpacking/West Village West,East Village,Manhattan,Manhattan
5005,14-03-2019 17:14,14-03-2019 17:40,3,2.53,16,5.08,0,25.38,yellow,credit card,Greenwich Village South,Clinton East,Manhattan,Manhattan
5006,10-03-2019 04:11,10-03-2019 04:17,1,0.93,6,2.45,0,12.25,yellow,credit card,West Chelsea/Hudson Yards,East Chelsea,Manhattan,Manhattan
5007,16-03-2019 00:26,16-03-2019 00:36,1,2.64,10.5,2.08,0,13.88,yellow,credit card,LaGuardia Airport,Woodside,Queens,Queens
5008,29-03-2019 16:35,29-03-2019 16:39,1,0.36,4.5,0,0,8.8,yellow,cash,Midtown South,Murray Hill,Manhattan,Manhattan
5009,09-03-2019 11:23,09-03-2019 11:38,5,1.78,10.5,2.76,0,16.56,yellow,credit card,Flatiron,Midtown East,Manhattan,Manhattan
5010,15-03-2019 20:16,15-03-2019 20:30,1,2.4,11.5,1.7,0,17,yellow,credit card,Times Sq/Theatre District,Lenox Hill West,Manhattan,Manhattan
5011,06-03-2019 22:33,06-03-2019 22:37,1,0.9,5,1.75,0,10.55,yellow,credit card,Gramercy,Kips Bay,Manhattan,Manhattan
5012,29-03-2019 09:26,29-03-2019 09:35,1,1.4,7.5,0,0,10.8,yellow,cash,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
5013,28-03-2019 13:59,28-03-2019 14:29,1,7.3,27.5,0,0,28.3,yellow,cash,JFK Airport,Cypress Hills,Queens,Brooklyn
5014,28-03-2019 18:49,28-03-2019 19:41,5,21.51,52,0,5.76,65.56,yellow,cash,JFK Airport,World Trade Center,Queens,Manhattan
5015,28-03-2019 19:12,28-03-2019 19:17,1,0.87,5.5,1.96,0,11.76,yellow,credit card,Kips Bay,Gramercy,Manhattan,Manhattan
5016,30-03-2019 14:27,30-03-2019 14:32,1,0.9,5.5,0,0,8.8,yellow,cash,Little Italy/NoLiTa,World Trade Center,Manhattan,Manhattan
5017,11-03-2019 21:32,11-03-2019 21:40,2,1.7,8.5,2,0,14.3,yellow,credit card,Upper East Side North,Upper West Side North,Manhattan,Manhattan
5018,22-03-2019 19:04,22-03-2019 19:17,1,2.3,11.5,1.58,0,17.38,yellow,credit card,World Trade Center,Greenwich Village North,Manhattan,Manhattan
5019,20-03-2019 07:25,20-03-2019 07:30,1,0.8,5,2.05,0,10.35,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan
5020,07-03-2019 18:59,07-03-2019 19:06,5,1.09,6.5,2.16,0,12.96,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
5021,01-03-2019 08:24,01-03-2019 08:49,1,2.84,17,1.02,0,21.32,yellow,credit card,Clinton East,East Harlem South,Manhattan,Manhattan
5022,02-03-2019 13:56,02-03-2019 14:17,1,7.7,23.5,4.85,0,29.15,yellow,credit card,LaGuardia Airport,Williamsburg (North Side),Queens,Brooklyn
5023,17-03-2019 00:44,17-03-2019 00:50,1,1.59,7.5,2.26,0,13.56,yellow,credit card,Midtown Center,Upper West Side South,Manhattan,Manhattan
5024,14-03-2019 06:39,14-03-2019 06:45,1,1.6,7.5,2.15,0,12.95,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
5025,02-03-2019 16:02,02-03-2019 16:18,1,3.21,13,4.08,0,20.38,yellow,credit card,Lincoln Square East,Meatpacking/West Village West,Manhattan,Manhattan
